PRODUCT,DRAW NUMBER,SEQUENCE NUMBER,DRAW DATE,NUMBER DRAWN 1,NUMBER DRAWN 2,NUMBER DRAWN 3,NUMBER DRAWN 4,NUMBER DRAWN 5,NUMBER DRAWN 6,NUMBER DRAWN 7,BONUS NUMBER
LOTTO MAX,1076,0,15/11/2024,2,7,10,14,27,32,35,44
LOTTO MAX,1077,0,19/11/2024,2,10,16,18,22,44,50,42
LOTTO MAX,1078,0,22/11/2024,4,6,9,21,40,42,43,24
LOTTO MAX,1079,0,29/11/2024,6,17,26,29,30,39,49,2
LOTTO MAX,1080,0,03/12/2024,9,14,21,26,29,32,41,47
LOTTO MAX,1081,0,06/12/2024,8,21,29,31,37,38,41,12
LOTTO MAX,1082,0,10/12/2024,3,6,22,30,32,40,46,19
LOTTO MAX,1083,0,13/12/2024,2,17,20,22,32,33,47,24
LOTTO MAX,1084,0,17/12/2024,13,16,27,39,43,45,50,36
LOTTO MAX,1085,0,20/12/2024,5,6,7,24,27,29,32,47
LOTTO MAX,1086,0,24/12/2024,2,10,15,16,31,34,43,46
LOTTO MAX,1087,0,27/12/2024,2,6,13,31,35,37,39,49
LOTTO MAX,1088,0,31/12/2024,7,9,11,16,17,20,33,48
LOTTO MAX,1089,0,03/01/2025,3,10,19,27,33,37,38,7
LOTTO MAX,1090,0,07/01/2025,14,20,21,24,26,35,44,34
LOTTO MAX,1091,0,10/01/2025,1,2,11,19,27,28,36,21
LOTTO MAX,1092,0,14/01/2025,9,12,13,25,27,44,48,14
LOTTO MAX,1093,0,17/01/2025,10,17,19,25,28,34,41,33
LOTTO MAX,1094,0,21/01/2025,13,15,21,35,36,42,47,38
LOTTO MAX,1095,0,24/01/2025,22,27,29,35,39,45,46,33
LOTTO MAX,1096,0,28/01/2025,3,13,19,43,46,47,50,27
LOTTO MAX,1097,0,31/01/2025,2,8,9,16,27,37,38,30
LOTTO MAX,1098,0,04/02/2025,10,14,16,27,35,40,50,22
LOTTO MAX,1099,0,07/02/2025,10,11,20,21,27,32,49,35
LOTTO MAX,1100,0,11/02/2025,1,8,17,22,39,45,46,23
LOTTO MAX,1101,0,14/02/2025,1,7,20,27,30,35,48,44
LOTTO MAX,1102,0,18/02/2025,5,13,18,25,34,36,44,1
LOTTO MAX,1103,0,21/02/2025,3,5,8,25,29,32,43,31
LOTTO MAX,1104,0,25/02/2025,7,19,20,30,34,47,50,38
LOTTO MAX,1105,0,28/02/2025,4,6,15,16,35,43,44,29
LOTTO MAX,1106,0,04/03/2025,15,21,26,35,36,43,45,41
LOTTO MAX,1107,0,07/03/2025,4,12,28,36,38,45,50,49
LOTTO MAX,1108,0,11/03/2025,2,10,19,21,29,35,40,46
LOTTO MAX,1109,0,14/03/2025,18,19,22,27,30,38,50,24
LOTTO MAX,1110,0,18/03/2025,4,14,20,36,38,42,45,43
LOTTO MAX,1111,0,21/03/2025,20,26,30,32,36,40,48,50
LOTTO MAX,1112,0,25/03/2025,1,10,16,36,39,45,47,4
LOTTO MAX,1113,0,28/03/2025,7,13,33,40,44,49,50,32
LOTTO MAX,1114,0,01/04/2025,6,18,27,30,31,43,48,14
LOTTO MAX,1115,0,04/04/2025,6,18,22,40,41,43,46,4
LOTTO MAX,1116,0,08/04/2025,10,12,22,24,34,40,41,19
LOTTO MAX,1117,0,11/04/2025,6,23,24,43,44,49,50,34
LOTTO MAX,1118,0,15/04/2025,12,20,21,27,36,40,42,5
LOTTO MAX,1119,0,18/04/2025,1,3,5,6,14,18,34,7
LOTTO MAX,1120,0,22/04/2025,5,19,25,31,34,38,48,15
LOTTO MAX,1121,0,25/04/2025,5,6,14,17,31,40,48,2
LOTTO MAX,1122,0,29/04/2025,3,11,14,29,33,38,45,18
LOTTO MAX,1123,0,02/05/2025,4,9,19,22,23,32,41,34
LOTTO MAX,1124,0,06/05/2025,5,13,15,20,45,48,49,19
LOTTO MAX,1125,0,09/05/2025,6,10,16,17,30,38,48,25
LOTTO MAX,1126,0,13/05/2025,10,11,13,20,24,44,46,9
LOTTO MAX,1127,0,16/05/2025,20,22,25,31,34,37,46,50
LOTTO MAX,1128,0,20/05/2025,3,7,13,14,20,21,45,5
LOTTO MAX,1129,0,23/05/2025,13,19,23,26,36,39,47,7
LOTTO MAX,1130,0,27/05/2025,5,7,11,18,26,41,46,43
LOTTO MAX,1131,0,30/05/2025,7,9,18,24,25,31,48,14
LOTTO MAX,1132,0,03/06/2025,6,29,39,40,42,44,48,22
LOTTO MAX,1133,0,06/06/2025,2,5,8,9,24,28,32,22
LOTTO MAX,1134,0,10/06/2025,5,9,20,31,37,49,50,29
LOTTO MAX,1135,0,13/06/2025,2,28,34,37,40,46,47,32
LOTTO MAX,1136,0,17/06/2025,2,10,25,36,46,48,50,29
LOTTO MAX,1137,0,20/06/2025,14,17,20,24,42,47,50,25
LOTTO MAX,1138,0,24/06/2025,1,2,7,32,45,46,48,24
LOTTO MAX,1139,0,27/06/2025,8,12,15,27,31,42,47,41
LOTTO MAX,1140,0,01/07/2025,2,5,14,26,33,35,36,10
LOTTO MAX,1141,0,04/07/2025,6,14,23,31,34,35,42,1
LOTTO MAX,1142,0,08/07/2025,7,8,18,27,38,48,50,5
LOTTO MAX,1143,0,11/07/2025,4,5,10,34,36,44,50,23
LOTTO MAX,1144,0,15/07/2025,3,4,7,14,24,41,43,27
LOTTO MAX,1145,0,18/07/2025,9,14,33,40,41,43,44,4
LOTTO MAX,1146,0,22/07/2025,2,3,8,10,42,46,47,20
LOTTO MAX,1147,0,25/07/2025,9,10,22,29,35,37,46,38
LOTTO MAX,1148,0,29/07/2025,10,13,15,17,33,37,46,3
LOTTO MAX,1149,0,01/08/2025,12,21,26,35,39,44,50,18
LOTTO MAX,1150,0,05/08/2025,4,8,12,26,29,33,37,24
LOTTO MAX,1151,0,08/08/2025,7,8,18,28,31,36,41,1
LOTTO MAX,1152,0,12/08/2025,15,16,21,27,28,33,39,10
LOTTO MAX,1153,0,15/08/2025,4,9,19,21,27,41,44,11
LOTTO MAX,1154,0,19/08/2025,7,10,11,17,19,34,45,36
LOTTO MAX,1155,0,22/08/2025,5,8,9,21,22,30,45,16
LOTTO MAX,1156,0,26/08/2025,3,7,14,22,29,33,50,43
LOTTO MAX,1157,0,29/08/2025,3,5,12,18,20,31,34,16
LOTTO MAX,1158,0,02/09/2025,4,14,22,35,37,38,49,45
LOTTO MAX,1159,0,05/09/2025,4,16,20,30,34,46,50,40
LOTTO MAX,1160,0,09/09/2025,2,8,18,25,27,34,42,10
LOTTO MAX,1161,0,12/09/2025,2,3,7,9,13,23,41,42
LOTTO MAX,1162,0,16/09/2025,12,18,25,30,31,38,43,34
LOTTO MAX,1163,0,19/09/2025,3,8,16,26,37,40,44,5
LOTTO MAX,1164,0,23/09/2025,8,9,23,30,38,40,43,41
LOTTO MAX,1165,0,26/09/2025,10,11,21,23,32,36,45,13
LOTTO MAX,1166,0,30/09/2025,14,22,27,31,33,39,50,7
LOTTO MAX,1167,0,03/10/2025,10,17,22,30,36,42,45,33
LOTTO MAX,1168,0,07/10/2025,5,6,16,26,29,37,44,46
LOTTO MAX,1169,0,10/10/2025,4,9,10,16,33,45,50,36
LOTTO MAX,1170,0,14/10/2025,3,9,12,15,28,30,37,1
LOTTO MAX,1171,0,17/10/2025,4,19,20,23,24,43,45,5
LOTTO MAX,1172,0,21/10/2025,1,7,17,18,25,28,45,12
LOTTO MAX,1173,0,24/10/2025,9,16,22,31,36,44,47,40
LOTTO MAX,1174,0,28/10/2025,6,14,17,19,26,43,45,27
LOTTO MAX,1175,0,31/10/2025,12,14,22,29,30,46,48,31
LOTTO MAX,1176,0,04/11/2025,3,4,24,26,28,32,33,45
LOTTO MAX,1177,0,07/11/2025,5,28,31,33,39,40,49,45
LOTTO MAX,1178,0,11/11/2025,1,4,8,18,27,42,50,19
LOTTO MAX,1179,0,14/11/2025,1,7,17,23,27,35,43,4
LOTTO MAX,1180,0,18/11/2025,10,18,21,28,32,38,41,47
LOTTO MAX,1181,0,21/11/2025,7,8,20,30,39,40,47,34
LOTTO MAX,1182,0,25/11/2025,12,15,16,19,21,40,48,4
LOTTO MAX,1183,0,28/11/2025,1,7,12,16,28,47,50,45
LOTTO MAX,1184,0,02/12/2025,7,8,16,21,33,34,37,20
LOTTO MAX,1185,0,05/12/2025,4,15,32,34,40,45,48,7
LOTTO MAX,1186,0,09/12/2025,3,19,20,29,30,34,49,22
LOTTO MAX,1187,0,12/12/2025,4,16,25,28,36,38,41,9
LOTTO MAX,1188,0,16/12/2025,1,6,31,35,37,45,49,11
LOTTO MAX,1189,0,19/12/2025,3,5,20,29,35,38,46,24
LOTTO MAX,1190,0,23/12/2025,3,28,37,38,39,41,43,45
LOTTO MAX,1191,0,26/12/2025,2,6,14,20,43,46,47,19
LOTTO MAX,1192,0,30/12/2025,5,21,32,38,43,44,45,49
LOTTO MAX,1193,0,02/01/2025,5,9,11,22,30,41,43,49
LOTTO MAX,1194,0,06/01/2026,12,21,26,31,37,39,50,3
LOTTO MAX,1195,0,09/01/2026,9,21,26,31,34,36,43,46
LOTTO MAX,1196,0,13/01/2026,14,18,21,22,32,42,46,33
LOTTO MAX,1197,0,16/01/2026,6,9,13,41,43,45,48,34
LOTTO MAX,1198,0,20/01/2026,3,9,15,17,22,31,33,50
LOTTO MAX,1199,0,23/01/2026,3,9,13,16,18,27,29,2
LOTTO MAX,1200,0,27/01/2026,5,9,24,30,36,39,43,21
LOTTO MAX,1201,0,30/01/2026,30,34,38,43,44,46,49,47
LOTTO MAX,1202,0,03/02/2026,4,19,20,31,34,45,48,40
LOTTO MAX,1203,0,06/02/2026,6,23,25,29,40,45,48,33
LOTTO MAX,1204,0,10/02/2026,4,7,17,26,28,30,35,10
LOTTO MAX,1205,0,13/02/2026,3,13,26,36,41,42,43,37
LOTTO MAX,1206,0,17/02/2026,10,11,18,22,28,34,36,45
LOTTO MAX,1207,0,20/02/2026,15,16,29,31,32,45,49,25
LOTTO MAX,1208,0,24/02/2026,6,8,10,25,27,30,31,44
LOTTO MAX,1209,0,27/02/2026,7,9,22,24,34,36,37,19
LOTTO MAX,1210,0,03/03/2026,1,3,4,18,20,23,61,2
LOTTO MAX,1211,0,06/03/2026,3,6,12,21,28,35,41,47
LOTTO MAX,1236,0,29/05/2026,3,14,15,40,45,48,49,43
